,asm_id,Class
56,2HRQ1j0Dx3fv8Ad7n9rg,0
57,7TCJgElGe5zdMK94wqoU,1
58,fDVkh4iq9LKx0owv5XrJ,0
59,ArX2JQ5sNDhb0lyMoqu6,0
60,AdTYlL1J4j9HUiy87Dmg,0
61,hgGqekm0AoFu7CZTnENQ,0
62,9vP6c42rE30zVNlT8AJO,0
63,94bEZMkLjDp1BXoucFVI,2
64,HSvpkeVLnil93WImYs52,1
65,41cydB96pIokCEbxMHLZ,1
66,2n8uBGd0wsYvgz4UfH59,0
67,iApTH5UsaDKtfjOWNuJb,1
68,8FwCkM3quO4Kryfa9Voz,0
69,4ToSq9HwhD3mBVuKJgdF,0
70,bxcTstIeJfgdjFLnVaG5,2
71,3zY8QVdHGqNAPZ6FjsJe,2
72,BM2GyKLQuC3bWXE81UcP,1
73,1OHzGWXBTlpyVsIPK3kj,1
74,2617zwnbHU3jrseQZim5,0
75,GTwAhvdcq2zjZBPEbWSL,0
76,3VhctkRHdsDrmalfXZxz,0
77,baFEBY4n92ZshpjgdGTc,0
78,Ha85TktZVbeLdCOXN7vj,0
79,asKPnzUXjShMc0Tl6Wge,0
80,bUBIJjfCntiQRvzh416F,0
81,0IYZltU7uMpaco85PfKr,2
82,2ed6iJbogAU8BIFKkQ4h,0
83,8FOKNb1VGi0hYnc2u4ls,1
84,2CfJMa5HIn6D1d9EXbpe,0
85,Ix2UVrZuDXJE8LRyCjmK,0
86,hdmGkzIWx89uo1T6PCXY,0
87,HoOEWQVSZyThrFj1tf2b,0
88,3Oy7QgdVxkjuEsfXT8B5,0
89,as2lYthG7eCEyPbgwv6A,1
90,1RX4GxMFoCJUDvslqBaP,1
91,bU7GfhOH0QjyPtdzCseT,1
92,DQ5fK17GCZbnJs6oNWva,1
93,GLQ3Z1O4wCebKFV8A5z0,2
94,7CAzl4vfXB9jtU5eaSPV,0
95,18te652nLyCi3IrZqMOJ,3
96,1ctXu0GAOqj23STKWV7s,1
97,cl0e6QDGkbwLVuSZrHxo,2
98,au79sOhkJRX6VYIec8PC,2
99,bPGRecDZuU0q7TFwr9Jj,0
100,aCmnVPKkA4vrdoyHS6uB,2
101,JmkbRz8HhX1pxuCvUoyj,0
102,CFGqpn3MEZYvh9mHtL2N,0
103,kqiOdVbRQlB2s907GLMv,0
104,ARI0JysNSXle1EOQCMtf,0
105,aI5RJnpEKd7Or3VYB4Zc,0
106,a9BOthJpRMlyj7r5ZSKP,0
107,c5hXZVENsBA4RvDfjJPw,0
108,56xz9YhvW0CwotDpBnMQ,0
109,gJUH7QfewoGm5qITLVcx,0
110,HJt1Mc578nYFBDdKNkVu,1
111,3L9crexw581VMXajnsmB,0
112,4Nwns693pXjobKT1HtFr,0
113,9WTo14gKIRY058DCadmS,2
114,djy2nxpL3gDSzf4G01vw,2
115,7w5hNgKFji2kO6dCnMzJ,0
116,3GSVkHtglIzQPv78d5bm,0
117,IKblhmuLHa31RjqGNiPy,0
118,l387nbiI4TU9LNMQt1Fe,0
119,FgHkyL3ot79E1TmIZcbS,0
120,JXkn1EudrFKLeSxT35It,1
121,Ivwjph2yxl1gQAJGiDUO,2
122,3fN5bOwAxSQG2M1hWV4m,2
123,0TpWNF7ULhd4Yk5bXQyP,2
124,ACF132sPkrMtUhR9GnVZ,1
125,frLD0F7HvGAwkdWKsNYU,2
126,ITEUR4DewcnMkQhsWqNA,0
127,FMPeAL6nU5cydWakE7pi,0
128,Bu6mavPcgfkURx4Fp8LY,1
129,gvtDf5RS9hjuPWTOlZdn,0
130,H3RfLw5i0P1NC7ohkZ4B,1
131,jcWrJ2ePHw0LxBQYmaDh,1
132,EoUzWsPd9JBVSYtM2cvX,0
133,Iq568cLUZv7RVxy2dr0f,0
134,82C7lgFmjsNTu9fBdHbi,1
135,0wtIHxfBDmYRQ7GWSaTj,0
136,e5wb09ugRASHGFl3Zj7y,0
137,gSz13hKvMnYtFL8Tj6ey,0
138,6qs0AxVC4GY2DJZyT9mN,1
139,8kUrNzex6d4RXAHh935y,0
140,Ig9ZEaGmMrT1lHJhRPQx,0
141,gbNWT5xaD1MJQKFRG2oP,1
142,Aoa1lgwOyETuRGsIHCe3,2
143,5f3IdiCKy4wNjeoLptzF,0
144,JDC9zOMvfUxWby4HVFk3,1
145,EmcRqS2xpAOXlBfyuDUi,1
146,C3ZfGBVmThlcWFQDEMvw,1
147,bmcues3zpy2jZNF1XnTP,0
148,6p0xPcyrDB4R8YNHEsnU,0
149,hJUKWFN7TtXmZgqL9kM1,0
150,er3fFEimPIGXOdHL4tx1,0
151,2xlhAE5LO8RFfczB6ep3,0
152,GPAypQZ0LH7rD1safnMI,0
153,BkI0DfGqsHhejTp3v1RP,1
154,GjJRLwAZuYEroCO1TQVa,1
155,IDZd8YoXcfnmkEUjv5Ba,2
156,Ggm5d6VvPXjsCAKzI8B4,0
157,7rIRLujKkM9NAsDd5Etc,0
158,a14ZBu2HThxFVvDmtQ9W,0
159,gGbArPzUsntR6fBWjYu5,0
160,6yUWS8P5YN3Ldp0AIe4b,0
161,gyqaKWGEz18V2N73swJu,0
162,9sqHEPM5v1ZixBWn8mtl,0
163,8rD4bFYzXTVB5IPH1Mdv,0
164,FOScZ1qtiRyYEQTVK4XH,1
165,20oPR6DZCFTuXi3tqhev,0
166,6n5xSkDHdUL9BpNwjzfa,0
167,7upD1xywIeOmibLNPSo4,0
168,5tQ4OCNKrDpPhWB7ngou,0
169,GBzw6VxuMlXKbmZi9RaT,0
170,5hnmoKvt7TzDWZ4asl2g,0
171,6ZY9Al0hSbQBGF1RcLVH,0
172,87FTRrZLn1WozgdYvbxQ,0
173,gX5HMyEWdP19Bb0ZwOV8,2
174,89v2baCuULMreOmyNKlW,0
175,IPje1H0qXdvBof8mp6Rw,0
176,k2mxrqNg1JzRiVsIbytQ,1
177,C9ekdvy7RxlMIVBGg4Wj,1
178,cqbl04edW5DXrZ8hf9v7,0
179,bwcMeNJ6duOxi2q0GQ4n,1
180,4eC9LmdHc6pRoP8BtTGv,2
181,65jWRh4GwFlqfZsgdHCc,1
182,8F32X71gy4wZrtvmNA6d,0
183,1FacC02JPfxSdXeD7MEw,0
184,7o5WIv30JPjRy1LHQbGq,0
185,FHMwlc0VNIkOTe54UEJL,0
186,JZTskw6jx4X5hUElbWLR,1
187,EWagO4s2piRNkP6vZco8,0
188,Cjid9IAL13h2Rnpvc75w,0
189,hF0wbPOp7asyZTzNCqrD,0
190,bYvCdoTMQypIa367GUL1,0
191,6SMZ0wGN2p3hv9rFEVcb,0
192,KFYnyE4UWaiw9d5vDbGN,1
193,EzZBAe2N4tSm0UIHcC3n,0
194,3SgiczVGj480yF9rxLwe,2
195,dzV4q1iWUT3eIODcFJSx,0
196,ErbRWGIYgktQ1mf5Hw2u,0
197,3dstJNajYRkxEV4g0nA6,0
198,dr2jSJMQ0sBozfZPLNl8,0
199,gBSqh0U39mH4z2IZ1WFR,0
200,4ghaPIpBnJ8zCfruTxiD,0
201,8Tvltu5MUWOfgNsSnKi3,0
202,eBAwuWTRKbtjQsPSU7ai,1
203,9FxgivRPntUB4YcV5IJa,0
204,dmN7G3jpYsiuPOvWonh8,2
205,JvHA2RcsbZqDQ5ETtog3,0
206,57QmnCGYe0pdIy3zTgJ9,2
207,2oNr9HV0ZTJXay81AFDt,2
208,fy0LNRhDO6mHbB148onM,1
209,ieLs93AGTlXK6jBkQc2x,1
210,Fmgw4Qj1asTx0fS6Hvb2,0
211,Fzb57KXGYB0x6yJErsN1,0
212,9mJgIciYvjd3G180auwf,0
213,bGFAIf3lHjuecEwyWCY8,2
214,83up2hzQfPn5BcFaRwXO,0
215,72Aksjb4NMtae3whWUE6,0
216,ciYHMsqha46pFbrSyTZP,1
217,3Phx7vzOcFAjZLtXSnmN,0
218,9YfuCbFBxaQOMGpVlEKZ,0
219,HiXUclzIL2rEutjB74Nm,0
220,GBvhKE2ydrS78XaiHUFu,1
221,GhtqnW4gclQXTKBRvbjz,2
222,2wCPm7giSGuRejqFU0BN,0
223,fmMK3AFYZeWEDPk4sLH5,2
224,dcDQlArOkiyTbxIvVuan,1
225,I06AelmRxp4VrS7OUBHL,0
226,ec08aukvwVXn76Fg1RBA,0
227,9wx1K5cD6LUAlQovYFGi,0
228,72PpDnF0hdSsaWlJVqv6,1
229,JO58MAdl0WiuFk9zhspH,1
230,H95BXlwhOQPirqy4YoRn,1
231,3V7h4uXQok2A1ZqCnj9M,0
232,hvnbNWILJC0gj57wy8KM,0
233,HhDF2X8OmRbwZjBVQPxC,1
234,JfgmjCtoTKyM6pcIrBY7,1
235,09LXtWxm1EbK5uVqcQS3,2
236,8wFGat9S6sIJCNmd20zq,1
237,Jgc17BNL9qFovTjD65hY,1
238,gaYrbUuHQn9w5q1OdMcm,0
239,2XL3TUHZNYkuvS0n5KpC,0
240,ia4wxFc6n0RdAuKXz23Y,2
241,1cdtwSyhmiekLoH7OUEs,1
242,5o2LnyAK8Q7XxlOp9Muq,2
243,2M4c9artOHkgiC6dRjfX,0
244,cwWFfNAeLChbKD9mRd2u,0
245,esfmSy1PQMkGNbOBDxZR,1
246,dTzmQOcYijuhqwRtsPNe,1
247,GCUmV5Iy1LpqM70ZYoKR,3
248,Fh9HCK50ZId4PbcQDTJr,0
249,4dqEznNyiFwZVYrC5G6m,0
250,27sRSvhiI1wEBfnGMtUo,1
251,I2W3i5wHhq9UpyFVRgzE,2
252,bB5UPj8uAXvDNGHcoehV,2
253,9lHyVeXERtIaZcL4kWqM,0
254,6ZvyjPp9d2M5J0Dsbze8,0
255,GmPLUX1Y2DQhan563Etf,2
256,e5iHh49LgopGV8sJ2fq1,0
257,EoVyBA2z0NjdkWlqfMQJ,0
258,K107ZHO9Xzc5aqiuxUmo,0
259,hGD0efK53nrvzcdx42tY,0
260,h2ygf7Vv1zkIe6q5lTnZ,0
261,g8k7WSGDwyBaJAQKXhUL,0
262,H4mO5vLkBgUd1eFixXoS,0
263,j3tdbX6HDPxA7ZkBUpvG,0
264,6yYp0scglSrPHdnh2wJ1,0
265,5PBvwNE8sCzm1bjUlf6A,2
266,gDWiFA4jvZnJQ9H15Xxk,2
267,gDYeNAplMujwPtU0qnJW,0
268,ftHnLEAd5NPxpiybvqaY,0
269,fi4BrAl2QgjNsaubUJSE,0
270,6PG57gUmE2rLebCBTMno,0
271,3FNOSAujbRIDnZqhmeMo,0
272,5R3hLjKfZMi8mYI2zVwb,0
273,EatOQHsRMXTLP8jYxu04,1
274,6v3n9NO0dMkCVBA5FIf2,0
275,bgP2EJeKxofuGBTRqaNs,0
276,1PNSFdXH4QYaky5T0n8Z,2
277,EMCt7uQlGbS6kvyFiI5Y,0
278,DEkyP78dbRNJ9Bvm4jVi,1
279,dv9DhwK6ClXYcZkg1rMF,2
280,BX1krdbNEPmgFeCaRy52,0
281,8kAryzC63uPHUMdvt4aJ,0
282,E2C6RYXoIvAVKsBNfiOP,2
283,GJREYDA5m4tiQ3krNuq9,0
284,1OicKZzbGP3sLDnhqWdv,1
285,hXgY32Qk1VpyuWBa4xIP,1
286,eLpFR90TBvsmGfQKPSuj,0
287,jmPeQlFEcqyRuVwrJTvp,0
288,8YjWXpsDrxHZbN3fk2Cl,1
289,atHAQyVSuXhR93zYp0r7,0
290,GgHz1ZSPklNmUJao9xht,0
291,hwZX9Eiumyqjdt06xrkF,0
292,94YPXMUJpoafhVGgEKHT,0
293,gkJ36lWfpDUOTiMmIBse,2
294,6RCBgMl5z1qhFkNiXrLa,1
295,9EbqOQ5sCRtSVzg3DyMn,0
296,JUr6yTFW3ExqApBt5S2z,2
297,iLBjnX6IaCq2UG4Jc9pw,1
298,cSI0v76wsFjOKfTJiQgE,1
299,EAPboVp78v6st05Om3BL,0
300,HY9OPXg8TMBCzqemENGc,1
301,Edg3wb5Xk6T7rRp8szJW,1
302,4vNDlExnr0y2mFXUgbz3,0
303,ksKnqcBVTC0a3zSGoveR,0
304,eqInOFt2ZP4SlJWpb75K,0
305,cN0Bsrjb7yEa2hlm4ViD,0
306,9zboVyf3IptCFDOuZlie,0
307,GNH2UORb8TzduP5o0Xr7,1
308,Ff18Z46XwGmvbtgQTEpj,1
309,CcwQrZSGsdo8RaKemnUF,0
310,CEv0JwlRsbWrNkIgj4B8,1
311,GneEPpmtLjvhTW0HIsNc,2
312,DQV15qJBgkXiEAobTme6,0
313,9uiRm8ZfYDwsIQegUH7o,3
314,b20QTKHoPdVzXRsZFG8C,0
315,5sHnYk4EgplBiD8cSLoI,2
316,7w3H4fALRB6vVOgh8ce5,2
317,6RBaQgimoq8OSJbFznxU,1
318,aXRV9MqCorizGyKJUep0,0
319,g9izZfbqECNJw7RojkIY,2
320,5EVhC0IMi1dNb7TtgxRa,2
321,63RfPeChL1tsJwy2lVHo,0
322,dW12JO3kHuUQDLnZrB6C,0
323,IMbPzjHdRV0pgNQXqLKF,2
324,LivEmF2ytpsDexIVWuYR,0
325,0sYDNzwVMaWE2TIZeA81,2
326,huxoHMisNFnSU7I9tGkD,0
327,3IxTl7gVswPM9eJDkapX,1
328,igkQD6GKWXUtcA2Ca38F,0
329,60IMC2mZxkljd1pQnw3J,1
330,C1IklXQF4DJiB8stvR39,0
331,7VDXpaLOwvIh1KSN5MmG,1
332,FxaARS1BKUQr47njqNO9,2
333,auJL2IBelRMpwS7hKcmU,0
334,GoAF7XTjK2HmwJzDhdkQ,2
335,71XJkmfwVpndPa42sbDE,0
336,hQnAcOfHYisDkINaod7L,0
337,j93NIlLwHqnWDQeGA5Eh,0
338,Czgw1rG4JPoV5ksNDuEx,0
339,2vN1Rihuanrg6UZoQqxV,0
340,alBGIWRODJAXYoEUdz0v,0
341,jvCHpBTKuE264UVP1qnx,0
342,J9X6kBa3wst7ocmqeiW4,0
343,0C4aVbN58O1nAigFJt9z,1
344,jW1wp9ARJTiFdD58l6V7,2
345,aWKIv5xOEzt6snd83MeN,0
346,05Kps4iFw8mOLJZQrb1H,1
347,aJUhD3tOxobC7fB9lMkm,0
348,6hUFQKlg0x72GzZjJyI5,2
349,K5WyCRrPOn9bkGfxgY8v,2
350,GzjL73seI0uAmZVyYtnw,0
351,DW2p936zbvPKIECerA70,1
352,7FmNSjrBDkVI8g21bHpC,0
353,ljuryB4bfagHqV5FM9Ae,0
354,Dq9nwWYMFS0xf1PGuaZe,0
355,gyZztfseanvGp5uX2qix,0
356,AGzOvc4dUfw1B8nDmY2X,1
357,anChwpjZ5qmgWJkcyxiN,1
358,7DIjuLVbOBykxWXT6ciw,0
359,59npdcNYTD3qAvIPyQMs,0
360,gsQyK4P7YRqarOo0EnS5,1
361,kJ1a9c6NoCv4DqA7Hh8R,0
362,iTEz2rB6XdsZIG8g07lK,0
363,AhSJeUwl3tMBr64LZVGF,1
364,7e0vxYy6b24g9O3UKLqC,1
365,7ngUedxa0XfFJHLy32QW,1
366,gGfFjZ8Xab24eQ6zADN1,0
367,32rcXoa5QI1EmxBFS9he,0
368,kgfPdjYxa5GtleWVrvEM,0
369,92R3zY7inOXqDJtGApdf,0
370,ci6Su0WdoDLIG5vnJhay,1
371,dTExc1o357Z9WGhz8VIq,0
372,cBdnspEiHZCtegOR08z6,0
373,38IdJg2Se7po9rGZaNAw,1
374,jl43RFd29W1mwxtQ0bI8,0
375,Bzl9Ln6XW7gsEpKkj2NP,0
376,Lk2VPl51Q6mwrAd0jhic,0
377,2jA0Zpk5aetMqrz6nswK,2
378,jFcM7da1kw3GCRBZnHrQ,2
379,J3VovZ7rDnIsYpk8UcXt,0
380,HNtYGxKfFUOLmZDIJpsn,0
381,CzgoyP4jQWJvYMn25EXS,0
382,9ZumUWNljRnD4iXIgKbM,0
383,5EhdjtKHTzoJS4DmskCw,1
384,AHeigWkoIT8EqX3SmJcB,0
385,JoU0zHnMXLS3pRCxbFaY,1
386,bmX4CguMr18O7DxThdiS,0
387,K2Qg0zhpUmc6xiYnlXZH,2
388,eky5W7FjRSluVH2M0PIb,1
389,6qLobnwUp07W1RyKBjvZ,0
390,5AsUO9gZ8KxIycz6Tmr3,1
391,50jP8FKr4CoxXqMyEhVT,1
392,hC4p1vnRPZlyMtsFVrqe,0
393,bRK4QxagusfH0SyZvwrp,0
394,HXoz2NOQtTgJ04RsL5ME,0
395,iNCcGvnFJ0uqUjZYtQf5,0
396,DiT8evBOkIyGsdxqjAhC,2
397,6I2mCQyaF1OJNEkvqHcZ,0
398,ipnL25WtfDEumwS9hNkU,0
399,HQsxB8eSMlgV9zIPtvWC,0
400,39VK5R6xNtwkBZqDY7Lr,1
401,gROmPjLGQ34WNVr8ZtiX,2
402,3foB7xJKrR10XwsT5QSt,0
403,9mtbMFgPXsYR1eyVrGIf,0
404,IuPbVhUqrzvp2oTKMsDg,1
405,hUegtzYksEIxJGaj97Op,0
406,cCNBg8MTira9eyZWLlsm,1
407,gnQaT4Gdq81OLlsR06tA,2
408,5jYQm1xLpncJS2EsXBk4,0
409,f3J7wQUqnge80iyXuxsL,0
410,HYXoC7FRisqWgwP0EjLK,1
411,cHDbN1OmoTRnQ8hZ7ru0,0
412,Ie0N6f1waoAFpLimyJB8,0
413,cEb5Amqhr1dXW7BkpMzO,1
414,jsSM7FgazoEt1V80ynmY,0
415,FP7u6VsNE8m1GCjBiXfS,1
416,JhufrNciMQKETOUGZ8Ls,2
417,C3bFzsgkTP1uHDAmxdhp,0
418,CqQlP6D9YapR71wb2d48,2
419,j3phIVri9YHZobt7XNcy,1
420,ALXK3Sxdgf89aO7w4e0k,0
421,ATCkV0Yc6i2EDyXUJqHL,1
422,bakvuMgD2Xfh7JOTKQwm,0
423,jxGMPhcQkACHRZ7DrI8w,1
424,iNqCDB2ehnPTloQJyWbU,0
425,gCM2jaAJyE046GQusbiT,0
426,gO0h7udtqs4yaXNQAUPM,1
427,JqmwBOLiagP4M2XkErvC,0
428,AbDuHJy7LUcZWnOaFEXh,1
429,frcDlXdshQYGCyKa7LjA,0
430,0sdr2cfHLzNO9Ep4RSjT,0
431,G80aDFlyJqitT9vBsQMZ,2
432,5xg1AGWM3f6rzHsa2yP8,1
433,71BDWQcsLYedmu43nOSV,0
434,8VqGnuDHlr1jRNZ9da5C,1
435,6CegKJDHWYrUi3oEQZxs,0
436,KawMHneL7VYj8oQ4m1cZ,0
437,4uvhHxowfXi72M8mOLKk,0
438,9xTAMrBbq2ugRtDJ3lGU,1
439,BcNRwpZCKQdV8eLhUD1r,0
440,Ig1i5EH0LuGCcQpZPmBR,1
441,HgoVMZFR7racUO2EA4tI,0
442,eKxCrcXGDFVfRYtA0JMg,0
443,GxK7nfY1mOrBNDepqWj6,0
444,Ecn1RwFdJBsYNQo8Vz0l,1
445,1YBJRhWOvlpHx79EMf2I,0
446,9ybCjYPNtAS3pBU7IfdR,0
447,kLPUQYKrA1jGsJdtS0bf,0
448,dwGq4HLSYailO9Nys6pZ,1
449,k4x01p8qFl7i5tbSBDJf,2
450,FNMk3wvliVuQLCe9OTDg,2
451,4mvuMIJG9n3iQgPSaZh7,0
452,JcQfYTkKWO0Cs5aqDzwb,1
453,bpVDY17A6qN8IiHZyBmo,0
454,FgvTQR7Y3AlqDZxtnhe8,0
455,5naosJmebzLtOl9whUEG,0
456,EXm7GqWzb8pMQ2Ucyx0a,0
457,cYIil3ZrukB1pV8Uzo2w,0
458,baDqk1ZjVdSAOPeBMf75,0
459,3WPEFKHwX1DLBI4bzAM7,0
460,epboI43NYGPHLySKiAs1,0
461,g2bUtO0hW3SnQvzClReE,0
462,BVt1fum5EzksNPAx3oWa,0
463,fipEGw4uPW2cTnos7vrM,0
464,B4kQoTYWxbXcEzrvKDZP,1
465,IUSuf2hBaRG8yrNJqDHz,1
466,BXYpT4e7jKgbI95Lqaov,0
467,KDMqVc9yIEfmB2A7slz1,1
468,He4qRW17SQlfN9BcAExX,1
469,KjC2x6liRnkdpaBsuUoV,1
470,gEdIfOLARZ6rocTXj1hy,0
471,0xkbZDBOAicQJK5wC7Pm,2
472,j5OyPphcxSMDXJo9LI4C,1
473,J5RbToUgXr2wAm3uGZOe,2
474,AtWjoFLHmYaelhIfzin9,1
475,gLNB2kuE1wasXd0jMQ7J,1
476,7ri8e1uFxo9B3hD4p2Jk,2
477,BMjeIFGzP6U7qpW8YAHC,0
478,DkNYd806tFbgoJ4zf1UA,1
479,ikNw2nIvYAHPaod4Dqsp,1
480,JNrlKDpRFXhP6wcQjMna,0
481,iwNno6KJ07lyFBVgfebE,1
482,6VXAjpZbgU4nOc98z0aK,1
483,hf6rMnsUwcFdSR8J4QKy,0
484,0ZNejapCUtVsq41x5FDm,2
485,hpKeXGQLyJzdtmO9u1MR,0
486,jLcX3o0ivMTafFeSq19b,2
487,i3wtJvkrchqan5mzlF1X,0
488,7CJ52ohMqKw9uvD4ZItF,2
489,84OlNTMLw3uXFdqapGUv,0
490,2NakDPd4GWEwzuHhTx5o,0
491,C8wu6hTXoUet53Ny7QqJ,0
492,gfSamebdC3Z4NFt5lonM,1
493,5Ictjhg7KpFDfiwq4CbR,1
494,CAeHqYZwpdarUOm0D2tG,0
495,C9ZISBrLa75JVEzlO4GH,2
496,9sY1FSZLahHUVIgP4kMl,1
497,GvH1Oto0m6IhJpKyaBre,1
498,DZ9asqbIBo1XLmUvRy7k,2
499,iZPHLa7FsKXpwDTYkxCo,2
500,D15rvTd9HeWUSiMXbsuL,0
501,gkdr1AMspBvZeNhOXl7f,2
502,9vHg2irWbF8YqA5tnhla,0
503,Fq5TI6OEeCjcJ1LnuYQR,0
504,2iKeU7DIk9Rdyf4hc8vr,1
505,C9KZx8YrJejnW5B0sqgQ,2
506,BVLP2pKr8yxF9iHdlbEj,2
507,0pTO4SVnWDehgUlYBAvq,0
508,jWmfFxRVEBrXIGNt1PSo,0
509,8dtjTeoB2HFkZiWQ6azg,1
510,IHyNhQvYnwlsr2fpOMXL,1
511,fojWIsY21tQG8K6BCkgV,0
512,0LAXajqhQy7po16dw8Tx,2
513,avKCprtmoRuXSeDNi5HU,0
514,GHyIqK3kbD7SvBftzaYo,0
515,c9oKfzyRb23v8ZtJaAGE,0
516,bfcBD4vaOtUJG6K5imqx,1
517,cNVK7zn0aZ2o8yvDIpYm,0
518,jLrNDsQ3yo2kHORVSuIX,0
519,hpbVtc5U0IS8LuGz3d2C,1
520,9b7hHJu0CNwok6zZfDxl,1
521,0xfjbVBPYX1pSt4rdWOe,0
522,EmaFu2NQZnw4z7s1O9vl,2
523,IjrWTQDLym7lfuRd2ibe,1
524,17jNaPkYIgvUyw9HxC5D,2
525,6iWV9FBp4nHOu27coSLw,1
526,72ijtUXB1aeWoVIdZrcH,0
527,5nAOq0ri23gH76PDmYch,1
528,CH8Yj5Nhz0oVkTc9mSJe,2
529,hlFo3fprkSOzDI7tc8Xq,1
530,CziF6LUN1YaQOHmsX0T7,0
531,3ekVow2ajZHbTnBcsDfX,0
532,dFf7OsbJGliBohLWMk58,0
533,hO5E7Bs6r02fpo4UGZNx,1
534,9gL8j0XVyEOe5sSmlpv2,0
535,4UblA5oWqLNmdVF8sDw0,1
536,jLRCfP0V6Se2y7bHidEu,1
537,hnSlVLa5IfiuctNwsmOd,1
538,e0fdQp9N2PYB5ShZy4GD,0
539,AWzci9nKT6fyXd0UIsQE,0
540,kcAwuM18pnvfbgIos570,0
541,5GyTHNsDkWRjvP9KM3FO,1
542,HQCNdPn3ytMDrB96b8kX,0
543,6Y7KC0nLeOUjH9mpEtFh,1
544,DidAagBYsJbRCkyLEMQ2,1
545,HC2Q3pvFOGnSTBwk1cl0,0
546,2HtAZBTbmReIGCUkqfh6,2
547,EhCda1DLfb93XTwc8uYJ,1
548,ghSCGY9I8UFydb2M7sHr,0
549,fdDxaCeIbvKowFXhMGQJ,1
550,Cvnqpkl0WLrEoOUDTJwZ,0
551,gelhQLoiRE0HZTOI2fYv,3
552,8pd4Tanw1UFZ6AH5s9GQ,2
553,DfvLFE0CayZ3NVuKxIbq,0
554,dmRTzPpi4N3DLGIAu9Cx,2
555,5BaLThMIuk2X4WmHge0U,0
556,f7gL0o5Uw3cbRyX9rOuT,1
557,gL7OxhdQVZSXPsGAzm46,2
558,Ik3i7Amen5sVDaq2LlPc,0
559,ghXjl4pkWPETMiF1bruL,1
560,K2OouiFyb1xSIVLRNfqE,0
561,DuSE7AmXlfTHU8OF0aNI,0
562,k0cYVqDT8h9yQH2ZGpSs,0
563,E6m5sWDHgG9CwUKOAoFM,2
564,7tTN1k68jFBqlbXDixru,1
565,5QkW049HFsDAiwCgKM2c,1
566,dRYGQSA8TrmIPtabWNeu,0
567,BKXtxeYlLsprabEWIQhn,1
568,49A8ITdtp3EoJwHPfhsj,0
569,0wqQj9ngaAVxI4SLr5H7,0
570,kfgxDSAKF7tJqEwP4T10,1
571,5FBEHZIJrAUjeozKVYmM,1
572,15loeAHtkJa8BuFi6Zry,1
573,9LYUcoVkAbrmnGNIsfeu,1
574,EhSAMWFg7Uk5oqBfNlcC,1
575,ht5xflFqOHX0p1Us7PoZ,0
576,C2KFYHLsW3iPhnVSzmQb,2
577,Gy1oZCVBQMzrF2WjKp3g,1
578,0aU7XWsr8RtN94jvo3lG,0
